Component,Origin,License,Copyright
prod,dd-sdk-android-core,Apache-2.0,"Copyright 2016-Present Datadog, Inc."
prod,dd-sdk-android-logs,Apache-2.0,"Copyright 2016-Present Datadog, Inc."
prod,dd-sdk-android-trace,Apache-2.0,"Copyright 2016-Present Datadog, Inc."
prod,dd-sdk-android-rum,Apache-2.0,"Copyright 2016-Present Datadog, Inc."
prod,dd-sdk-android-ndk,Apache-2.0,"Copyright 2016-Present Datadog, Inc."
prod,dd-sdk-ios (DatadogCore),Apache-2.0,"Copyright 2016-Present Datadog, Inc."
prod,dd-sdk-ios (DatadogRUM),Apache-2.0,"Copyright 2016-Present Datadog, Inc."
prod,dd-sdk-ios (DatadogLogs),Apache-2.0,"Copyright 2016-Present Datadog, Inc."
prod,dd-sdk-ios (DatadogTrace),Apache-2.0,"Copyright 2016-Present Datadog, Inc."
prod,dd-sdk-ios (DatadogCrashReporting),Apache-2.0,"Copyright 2016-Present Datadog, Inc."
prod,Microsoft.Maui.Controls,MIT,"Copyright (c) .NET Foundation and Contributors"
prod,Square.OkHttp3,Apache-2.0,"Copyright 2019 Square, Inc."
prod,Square.OkIO,Apache-2.0,"Copyright 2013 Square, Inc."
prod,GoogleGson,Apache-2.0,"Copyright 2008 Google Inc."
prod,Xamarin.Kotlin.StdLib,Apache-2.0,"Copyright 2010-2020 JetBrains s.r.o. and Kotlin Programming Language contributors"
prod,Xamarin.Kotlin.Reflect,Apache-2.0,"Copyright 2010-2020 JetBrains s.r.o. and Kotlin Programming Language contributors"
prod,Xamarin.AndroidX.Annotation,Apache-2.0,"Copyright (c) 2005-2011, The Android Open Source Project"
prod,Xamarin.AndroidX.Collection,Apache-2.0,"Copyright (c) 2005-2011, The Android Open Source Project"
prod,Xamarin.AndroidX.Work.Runtime,Apache-2.0,"Copyright (c) 2005-2011, The Android Open Source Project"
dev,xunit,Apache-2.0,"Copyright (c) .NET Foundation and Contributors"
dev,Microsoft.NET.Test.Sdk,MIT,"Copyright (c) .NET Foundation and Contributors"
dev,junit,EPL-2.0,"Copyright (c) JUnit team"
dev,mockk,Apache-2.0,"Copyright 2017-2021 MockK contributors"
